epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,1453.45,0.77633,1.19159,1.13785,0.92507,0.61157,0.75712,0.46604,1.57472,1.64586,2.21122,0.0005446,0.0005446,0.0005446
48,1484.36,0.83335,1.26376,1.23557,0.92257,0.60686,0.75741,0.45181,1.5683,1.64932,2.23244,0.0005347,0.0005347,0.0005347
49,1516.89,0.82283,1.31759,1.24326,0.79819,0.61325,0.74173,0.43261,1.53565,1.70042,2.17139,0.0005248,0.0005248,0.0005248
50,1547.16,0.75773,1.22848,1.12165,0.65378,0.7294,0.74171,0.43886,1.521,1.71683,2.12822,0.0005149,0.0005149,0.0005149
51,1577.17,0.84756,1.17596,1.20784,0.80608,0.64817,0.75058,0.47305,1.50942,1.70607,2.12482,0.000505,0.000505,0.000505
52,1607.85,0.79056,1.20196,1.21602,0.9022,0.61625,0.75527,0.48476,1.52628,1.61558,2.10132,0.0004951,0.0004951,0.0004951
53,1638.51,0.75896,1.05626,1.13719,0.89061,0.62177,0.75722,0.47066,1.52686,1.58797,2.11414,0.0004852,0.0004852,0.0004852
54,1668.6,0.77219,1.14936,1.18844,0.76072,0.72601,0.76325,0.45415,1.58554,1.60505,2.14271,0.0004753,0.0004753,0.0004753
55,1697.27,0.76883,1.09155,1.18814,0.71341,0.72611,0.74352,0.42686,1.62029,1.62625,2.10844,0.0004654,0.0004654,0.0004654
56,1726.74,0.75584,1.06561,1.15842,0.73013,0.72675,0.74589,0.44255,1.6053,1.61806,2.08606,0.0004555,0.0004555,0.0004555
57,1755.74,0.75945,1.06665,1.12972,0.78057,0.70175,0.74212,0.44291,1.54096,1.68626,1.99046,0.0004456,0.0004456,0.0004456
58,1784.62,0.73923,0.99979,1.14864,0.76018,0.69726,0.73827,0.43313,1.49223,1.68276,1.92703,0.0004357,0.0004357,0.0004357
59,1818.51,0.75068,1.14611,1.16941,0.82915,0.68926,0.73281,0.43951,1.44788,1.65937,1.92671,0.0004258,0.0004258,0.0004258
60,1865.26,0.77007,1.07358,1.16766,0.78542,0.73032,0.73793,0.44409,1.44131,1.66168,1.92396,0.0004159,0.0004159,0.0004159
61,1898.9,0.69787,0.99266,1.09128,0.82711,0.70734,0.74234,0.44119,1.4337,1.66949,1.91419,0.000406,0.000406,0.000406
62,1929.79,0.73531,1.02337,1.17085,0.70409,0.75083,0.73438,0.42541,1.46928,1.7352,1.91429,0.0003961,0.0003961,0.0003961
63,1960.63,0.743,1.03111,1.13342,0.67906,0.72288,0.74138,0.42515,1.49092,1.76667,1.92734,0.0003862,0.0003862,0.0003862
64,1991.35,0.77378,1.02773,1.15227,0.65542,0.7571,0.74187,0.41777,1.52196,1.81555,1.94609,0.0003763,0.0003763,0.0003763
65,2022.26,0.66096,0.91542,1.06132,0.76334,0.73602,0.73731,0.38236,1.61885,1.83899,2.03519,0.0003664,0.0003664,0.0003664
66,2064.08,0.68429,1.00796,1.12861,0.87608,0.6973,0.75707,0.40326,1.61929,1.82598,2.05519,0.0003565,0.0003565,0.0003565
67,2095.61,0.72294,1.04275,1.17206,0.77468,0.74129,0.76505,0.42535,1.61691,1.75317,2.10846,0.0003466,0.0003466,0.0003466
68,2125.89,0.69325,0.96714,1.14606,0.85627,0.697,0.77109,0.43945,1.59878,1.72283,2.08483,0.0003367,0.0003367,0.0003367
69,2155.4,0.70794,1.05799,1.1514,0.88411,0.695,0.7934,0.44755,1.57225,1.75043,2.05591,0.0003268,0.0003268,0.0003268
70,2186.2,0.71252,0.96358,1.13915,0.83091,0.72842,0.78641,0.44364,1.52826,1.7581,2.04688,0.0003169,0.0003169,0.0003169
71,2216.67,0.67585,0.98449,1.08891,0.78473,0.75808,0.80284,0.44381,1.53266,1.8192,2.06386,0.000307,0.000307,0.000307
72,2251.65,0.69237,1.08659,1.12331,0.75561,0.75144,0.77728,0.42952,1.54841,1.81542,2.10658,0.0002971,0.0002971,0.0002971
